id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1030312538864531242,Garden House - 11th room,508491497,House Of Co,,Stuivenberg,51.22571,4.42565,Entire home/apt,,90,0,,,42,269,0,
1030385839238850793,Cozy apartment with courtyard,442076141,Laurence,,Zurenborg,51.20928,4.42712,Entire home/apt,117,3,8,2024-12-16,0.66,1,85,8,
1031040539580484338,Logies Mercurius,414272556,Stijn,,Historisch Centrum,51.22038,4.40104,Entire home/apt,960,1,0,,,2,270,0,
1031120203976296087,"Holiday home Goddaard
villa2",84043743,IrinaIrina,,Historisch Centrum,51.2220858,4.4043503,Entire home/apt,260,2,10,2024-09-29,0.95,2,161,10,
1031756315710535790,Plantin Business apartment,496406662,Ekaterina,,Stadspark,51.2095,4.42096,Entire home/apt,130,1,0,,,22,267,0,
1031844437230427064,Stylish attic apartment,20809371,Yassin,,Oud - Berchem,51.205440826735405,4.433329677246087,Entire home/apt,87,1,56,2024-12-25,4.44,1,0,53,
1032516463850079098,Huswell - Stylish apartment with terraces,472694401,Jean-Paul,,Theaterbuurt-Meir,51.21482,4.4027,Entire home/apt,1219,2,3,2024-09-25,0.23,25,0,2,
1032607264620950500,Huswell - Apartment in Antwerp near the Schelde,472694401,Jean-Paul,,Zuid,51.20745,4.38523,Entire home/apt,,2,7,2024-12-16,0.55,25,1,6,
1032873149701249352,Charming Manor House in Antwerp,23644131,Philip,,Hoogte,51.1813,4.3949,Entire home/apt,199,2,6,2024-12-26,0.49,1,75,6,
1033413620235228750,Hakuna Matata Lux Interior +Opera +Central Station,547424267,Alisa,,Amandus - Atheneum,51.219806613693514,4.417056507934571,Entire home/apt,86,2,86,2024-12-15,7.01,2,111,85,
1033883319143324558,Spacious 4-bedroom House,264440567,Joseph,,Polder,51.33893,4.32105,Entire home/apt,170,14,0,,,1,270,0,
1033920638243141758,Luxury Suites Museum,547371311,Deili,,Zuid,51.2110383,4.3963328,Entire home/apt,146,1,73,2024-12-02,5.76,2,215,69,
1034800851611509314,"Vintage touch, overdekt terras/grote tuin/2 cats!",4586965,Mariona,,Valaar,51.18070848951722,4.389264732599258,Entire home/apt,100,1,6,2024-12-15,0.51,2,266,6,
1034879630898838928,Lichtrijk appartement,548577427,Charly,,Oosterveld - Elsdonk,51.17759,4.43094,Entire home/apt,83,3,21,2024-12-12,1.71,1,260,20,
1035323445256303834,3BR Urban Haven in Antwerp,222831298,Arne,,Theaterbuurt-Meir,51.21188,4.40163,Entire home/apt,152,1,41,2024-11-10,3.14,20,165,38,
1035409352884852338,Marble Apartments 4E,317037207,Lisa,,Theaterbuurt-Meir,51.21800469999999,4.4078762,Entire home/apt,71,1,26,2024-11-03,2.02,53,322,21,
1036223995727682385,Top central located studio,114960174,Lukas,,Amandus - Atheneum,51.2189754,4.4220024,Entire home/apt,94,3,13,2024-08-12,1.02,1,81,11,
1036234646508353253,S2 - Sān Home’s -  6p,24229919,Home En Hill,,Universiteitsbuurt,51.22061,4.41392,Entire home/apt,142,1,48,2024-12-14,4.20,25,334,48,
1036242865453749532,Sān Home’s N3 - 6p,24229919,Home En Hill,,Universiteitsbuurt,51.2204,4.41258,Entire home/apt,153,1,40,2024-11-25,3.05,25,356,39,
1036866485876383667,Skyview op Antwerpen/< 10 minuten naar het centrum,403598983,Luc,,Linkeroever,51.220179856275,4.386807922753895,Entire home/apt,153,2,6,2024-12-15,0.60,2,220,6,
1039003536544775959,Cosy duplex apartment,55930130,Rilke,,Brederode,51.2020925,4.3918142,Entire home/apt,,1,2,2024-03-03,0.19,1,0,2,
1039259615639184968,Antwerp City 3,83907140,Didier,,Amandus - Atheneum,51.22728,4.41701,Entire home/apt,85,3,6,2024-09-27,0.50,1,74,6,
1039682401123833838,Prachtige Patio woning,549563882,Maarten,,Harmonie,51.20434,4.40898,Entire home/apt,110,2,18,2024-10-30,1.40,1,7,17,
1040304894465316927,2 bedroom app in Hoboken,491918409,Taskin,,Hoboken - Zuidoost,51.16977,4.36665,Entire home/apt,80,6,2,2024-03-09,0.17,9,84,2,
1041086688261807026,Tienne d'Anvers,149131002,Melissa,,Historisch Centrum,51.22618989999999,4.401667199999999,Entire home/apt,369,2,43,2024-11-17,3.48,1,122,42,
1042856554201831114,Room in a family house,381479603,Sara,,Koornbloem,51.16891,4.38497,Private room,75,1,28,2024-12-15,2.31,2,179,28,
1042915609098755754,'Japandi' apartment near Antwerp,58219207,Julie,,Hoogte,51.17872,4.39771,Entire home/apt,99,5,3,2023-12-18,0.24,1,121,0,
1044241422661384295,Huswell - Charming studio in the center of Antwerp,472694401,Jean-Paul,,Universiteitsbuurt,51.22383,4.40829,Entire home/apt,153,2,8,2024-12-22,0.86,25,349,8,
1045422373362202904,Feeling home in the city,45668299,Tine,,Centraal Station,51.21277,4.42461,Entire home/apt,175,2,6,2024-11-03,0.50,1,29,6,
1046217144872464484,Cathedral view from the bathtub with terrace,14367631,Michiel,,Historisch Centrum,51.2220151,4.4006519,Entire home/apt,220,2,50,2024-12-06,3.98,9,92,46,
1046340042486871378,"Idyllische, historische woning op het hippe zuid",10383132,Bert,,Sint-Andries,51.21388915646124,4.395919139877636,Entire home/apt,88,2,5,2024-06-01,0.50,1,23,5,
1047003294500306259,Chic Twin Room in the Heart of Antwerp,85785507,Vince,,Centraal Station,51.21426,4.42058,Entire home/apt,78,1,34,2024-11-11,3.06,6,343,34,
1047021973846273886,Chic Twin Room in the Heart of Antwerp,85785507,Vince,,Centraal Station,51.21426,4.42058,Entire home/apt,78,1,49,2024-11-30,4.26,6,346,49,
1047022300139663714,Antwerp's Hidden Gem,85785507,Vince,,Centraal Station,51.21373,4.42101,Entire home/apt,89,1,57,2024-12-14,4.96,6,341,57,
1047023455622754805,Antwerp's Hidden Gem,85785507,Vince,,Centraal Station,51.21455,4.42154,Entire home/apt,108,1,25,2024-09-16,2.08,6,351,25,
1047024635444268806,Antwerp's Hidden Gem,85785507,Vince,,Centraal Station,51.21458,4.42173,Entire home/apt,102,1,43,2024-11-18,3.57,6,349,43,
1047978683589478602,Large central apartment with sauna & garden,476620021,Daniel And Marie,,Amandus - Atheneum,51.2217693,4.418057399999999,Entire home/apt,107,2,5,2024-07-30,0.49,1,229,5,
1048480960687390661,Gezellig appartement in hipster buurt in Antwerpen,47547451,Tom,,Borgerhout Intra Muros Zuid,51.21381,4.43248,Entire home/apt,118,1,17,2024-11-01,1.41,1,244,17,
1048637073882646129,Carnot 6,127787502,Olena,,Centraal Station,51.21766502758797,4.426989331841469,Entire home/apt,181,1,17,2024-10-06,1.55,18,248,17,
1049204682648627890,Ruim en licht duplex appartement,246407396,Benny,,Markgrave,51.20178,4.40194,Entire home/apt,76,2,9,2024-12-15,0.88,1,148,9,
1049258717247042207,Apartment Jackie,551512636,Sophie,,Sint-Andries,51.21499739999999,4.3945858,Entire home/apt,143,2,40,2024-12-16,3.81,1,359,40,
1049366160204926209,Central 2,127787502,Olena,,Stadspark,51.21414,4.41568,Entire home/apt,242,1,13,2024-10-31,1.33,18,226,13,
1049837301967291476,The Collector's House-Design suite near MAS museum,42451031,Lana,,Eilandje,51.2302771,4.4063606,Entire home/apt,,2,2,2024-02-18,0.16,4,0,2,
1049902016595090647,room [lotus] in a nice house to share near center,15081204,Nepal,,Oud - Berchem,51.1935534426831,4.418104147645803,Private room,65,1,0,,,1,330,0,
1049951504011407882,Antwerp Authentic City Center Apartments 1,165436938,Ella,,Universiteitsbuurt,51.2207606,4.4076878,Entire home/apt,71,1,9,2024-10-22,0.75,112,343,9,
1050038293069960351,Je verdieping in een herenhuis,510783096,Ilse,,Haringrode,51.20565,4.42717,Entire home/apt,116,1,96,2024-12-22,7.89,2,245,96,
1050769489201725532,One Lux Stay Antwerp Fashion District,477764326,Suitesrus Corp,,Stadspark,51.20926,4.41369,Entire home/apt,73,1,6,2024-09-18,0.75,14,76,6,
1052237176893961688,Contemporary Elegance,21282625,Yuval,,Historisch Centrum,51.22315622919976,4.4031930962951815,Entire home/apt,178,2,77,2024-12-10,6.31,3,232,77,
1053619334737148990,Business apartment Plantin,496406662,Ekaterina,,Centraal Station,51.212,4.41912,Entire home/apt,110,1,0,,,22,268,0,
1055670620930583765,NEW One-bedroom apartment,73195414,Ilknur,,Hoboken - West,51.17167,4.3353,Entire home/apt,,2,2,2024-04-22,0.17,2,0,2,
1056502897982158461,Kyoto Suites,182678477,Sleep Inn Antwerp,,Zuid,51.21097,4.39506,Entire home/apt,151,1,13,2024-10-27,1.08,43,268,13,
1057475682816008034,Maison Du Bois,421102752,Saada,,Haringrode,51.20105,4.42128,Entire home/apt,89,1,47,2024-12-10,4.68,1,354,47,
1057720535906545249,Tucked away in Antwep’s vibrant Heart,21282625,Yuval,,Sint-Andries,51.21333869999999,4.3979376,Entire home/apt,141,2,45,2024-12-07,4.17,3,246,45,
1057913813049005277,J1 - Urban studio in Antwerp,43122745,Juul,,Markgrave,51.19816,4.39808,Entire home/apt,96,2,68,2024-12-22,5.71,1,248,68,
1058059834425284234,4 Bedroom Apartment for expats,496406662,Ekaterina,,Borgerhout Extra Muros,51.20679,4.453,Entire home/apt,140,1,0,,,22,365,0,
1058571034386910551,Perfecte verblijf voor mid-lange werk trip,14348572,Nay,,Harmonie,51.2060424,4.4051961,Entire home/apt,85,7,1,2024-03-29,0.11,1,357,1,
1059298904896099190,2BDR Bohemien autenthic APT,182678477,Sleep Inn Antwerp,,Zuid,51.206809,4.388498999999999,Entire home/apt,182,1,9,2024-08-23,0.75,43,263,9,
1060005528106969786,"Apartment ""Katelijne"" in the centre of Antwerp",472694401,Jean-Paul,,Historisch Centrum,51.21982,4.40449,Entire home/apt,151,2,4,2024-10-07,0.59,25,350,4,
1061041647321017293,Studio with private jacuzzi and infraredsauna,554298464,Kim Rene,,Amandus - Atheneum,51.2231341,4.4163327,Entire home/apt,200,1,17,2024-11-23,1.52,1,350,17,
1061547503274349455,Comfy Hub,554419701,Sam,,Haringrode,51.20277,4.42032,Entire home/apt,370,7,0,,,1,364,0,
1061652396246979716,White lodge room,554476802,Louis,,Oud - Merksem,51.23711,4.43694,Private room,71,1,26,2024-12-15,2.64,1,42,26,
1062191390057886108,Ruim appartement in Antwerpen,17952029,Hélène,,Stadspark,51.2079861,4.412687600000001,Entire home/apt,,3,3,2024-08-15,0.58,1,0,3,
1062311272321252883,Maison Vif nationale +,554662987,Yoeri En Robin,,Sint-Andries,51.215737,4.3991655,Entire home/apt,153,2,25,2024-12-27,3.15,2,232,25,
1063242655645493645,Homestay with one room available,25757461,Ujjwal,,Deurne Noord,51.22722,4.45514,Private room,,1,18,2024-05-09,1.56,1,0,18,
1063602600925841674,Spacious 2BR Apartment w/ Balcony & Free Parking,181019635,Marie,,Theaterbuurt-Meir,51.21151018684381,4.4016287662704645,Entire home/apt,287,1,53,2024-12-21,4.83,14,53,53,
1065098132500884458,Sunny apartment 10 min from station Berchem,26410240,Maxime,,Oud - Berchem,51.19996,4.41985,Entire home/apt,77,3,2,2024-10-06,0.20,2,157,2,
1065305108967894266,"Fris, mooi appartement",555529660,Michiel,,Groenenhoek,51.20444,4.44399,Entire home/apt,,3,14,2024-09-10,1.34,1,0,14,
1065333391868207291,Queen Room in The City Center,439069630,Dante,,Sint-Andries,51.21678,4.40024,Private room,195,1,10,2024-12-25,1.04,10,340,10,
1065337277756319767,Junior Suite in The Heart of Antwerp,439069630,Dante,,Historisch Centrum,51.21822,4.39986,Private room,211,1,4,2024-09-02,0.41,10,336,4,
1065339334200457587,Beautiful Antwerp City Apartment (up to 9 Guests),439069630,Dante,,Historisch Centrum,51.21889,4.39898,Entire home/apt,709,1,8,2024-11-10,0.93,10,333,8,
1065342210753529724,Spacious Deluxe Apartment in the Heart of Antwerp,439069630,Dante,,Sint-Andries,51.2167,4.39977,Entire home/apt,242,1,20,2024-12-17,1.98,10,346,20,
1065361790956492741,"Antwerp Home Sweet Home
1 Double, Single & Kid Bed",86262685,Imran,,Amandus - Atheneum,51.2205,4.41756,Entire home/apt,89,1,34,2024-12-17,4.57,1,215,34,
1065671396558251944,Stadswoning met tuin en parking op het Zuid!,555626878,David,,Brederode,51.20541,4.39864,Entire home/apt,137,7,1,2024-08-05,0.21,1,268,1,
1066727440080168549,Opgefrist appartement in Merksem,286871955,Nancy,,Tuinwijk,51.2552611,4.446956999999999,Entire home/apt,99,5,5,2024-08-15,0.48,2,33,5,
1067210149276492921,Panoramic Appartement,327137194,Jan,,Nieuw - Kwartier Oost,51.1839088,4.4418451,Entire home/apt,156,2,1,2024-12-15,1,1,6,1,
1068265762290662245,House in Deurne,477358034,Meir,,Deurne Noord,51.22808,4.44919,Entire home/apt,364,2,2,2024-09-29,0.29,5,115,2,
1069434227746214100,Nouveau dans le centre d'Anvers,72453000,Estelle,,Universiteitsbuurt,51.22444,4.40569,Entire home/apt,,2,17,2024-12-23,1.48,1,237,17,
1069436236756289080,Comun Apartment VP,556629276,Ellen,,Markgrave,51.19696,4.40361,Entire home/apt,298,3,1,2024-10-06,0.36,1,173,1,
1069453418834387673,Bright Apartments 5L,317037207,Lisa,,Sint-Andries,51.2155957,4.3987162,Entire home/apt,71,1,27,2024-12-08,2.41,53,344,27,
1069705162583807033,Single room in a family home- girls only,381479603,Sara,,Koornbloem,51.1688,4.38517,Private room,54,1,23,2024-12-15,2.05,2,243,23,
1070108087242471718,2 bedroom  apartment Merksem. 3b,491918409,Taskin,,Oud - Merksem,51.23707,4.43463,Entire home/apt,,6,2,2024-03-29,0.20,9,0,2,
1070128843230314589,Brabo Suite,556826556,Gokhan,,Historisch Centrum,51.22082023944178,4.399729035794735,Entire home/apt,89,2,48,2024-12-01,4.68,2,79,48,
1070188369101227143,Worker's Lodge - 2 Bedrooms - 4 Beds w/ Courtyard,406449085,Yassin,,Hoboken - Noord,51.18215,4.37056,Entire home/apt,85,7,10,2024-12-18,0.94,2,51,10,
1070779524026947949,Bright Apartments 2LA,490705947,Emma,,Sint-Andries,51.2155957,4.3987162,Entire home/apt,279,1,20,2024-12-12,1.86,54,357,20,
1070962608277820681,Appartement in Antwerpen,213168442,Wannes,,Universiteitsbuurt,51.224931,4.4145959,Entire home/apt,85,1,23,2024-12-23,2.10,1,218,23,
1071089234676949087,The View,255937765,Ridvan,,Historisch Centrum,51.2211008,4.4041753,Entire home/apt,350,2,3,2024-12-01,0.56,1,229,3,
1071616158868764931,'Casa Goffa' ruime duplex met dakterras,9627403,Nathalie,,Deurne Noord,51.23272,4.45641,Entire home/apt,78,3,20,2024-12-16,1.85,1,355,20,
1072361776916766274,Cozy studio in the center of Antwerp,54938665,Linda,,Universiteitsbuurt,51.22451241117216,4.408814911639389,Entire home/apt,84,2,30,2024-12-22,3.49,1,194,30,
1073127598753632484,Beautiful Studio with terrace in historic center,66947999,Caroline,,Historisch Centrum,51.22067,4.39725,Entire home/apt,73,2,27,2024-12-01,3.77,2,106,27,
1073844697401441775,Classy 1BR Apartment Overlooking a Beautiful Park,181019635,Marie,,Zuid,51.20838,4.38828,Entire home/apt,203,1,27,2024-12-22,2.45,14,37,27,
1074545604742271811,Smartflats - Old Town Antwerp 2-bedroom apartment,440841052,Smartflats,,Theaterbuurt-Meir,51.2181356,4.4049695,Entire home/apt,163,1,5,2024-10-13,0.96,14,251,5,
1074641285344933967,Magnificent 3BR home in Antwerp,19485203,Marie,,Amandus - Atheneum,51.22743,4.42083,Entire home/apt,173,2,43,2024-12-11,4.16,12,164,43,
1074641589360107241,Wonderful City home in Antwerp,19485203,Marie,,Amandus - Atheneum,51.22725,4.42083,Entire home/apt,199,2,38,2024-12-08,3.53,12,161,38,
1074707463432831495,Huswell - Modern apartment in the centre of Antwer,472694401,Jean-Paul,,Historisch Centrum,51.21996,4.40014,Entire home/apt,145,2,13,2024-11-21,1.30,25,353,13,
1074707471773820918,Huswell - Urban getaway in the heart of Antwerp,472694401,Jean-Paul,,Historisch Centrum,51.21996,4.40014,Entire home/apt,129,2,18,2024-10-02,1.65,25,357,18,
1074713452433936390,Zonnige dakstudio,558029461,Tom,,Borgerhout Intra Muros Noord,51.21514,4.43452,Entire home/apt,58,2,8,2024-12-09,0.91,1,92,8,
1074717987012434752,Royal4Fun,155745289,Daniel,,Stadspark,51.2067906696968,4.415308599999981,Entire home/apt,150,2,3,2024-12-15,0.80,1,19,3,
1075214982545176812,The Art Collector’s House with outdoor patio.,14367631,Michiel,,Theaterbuurt-Meir,51.2124506,4.4057571,Entire home/apt,230,2,37,2024-12-07,3.44,9,49,37,
1075313182535102848,Gezellig appartement Antwerpen,66297743,Eline,,Brederode,51.20627,4.40255,Entire home/apt,81,4,3,2024-05-12,0.30,1,237,3,
1075910204380972216,Hippe dakflat met groot zonneterras voor 1-4 pers.,478189693,Lacres,,Amandus - Atheneum,51.22934619999999,4.4210718,Entire home/apt,49,7,3,2024-10-10,0.48,1,71,3,
1075941574744869872,2 kamers in sixties appartement (4.pers),119122127,Bjorn,,Amandus - Atheneum,51.21913,4.42591,Private room,105,2,2,2024-12-01,0.38,2,255,2,
1076015087317296867,Ample 2-BR Apt in Antwerp,525494517,Maurice,,Universiteitsbuurt,51.2247357,4.405912,Entire home/apt,131,1,34,2024-12-23,3.31,8,158,34,
1076015434682352374,Wonderful duplex in Antwerp,525494517,Maurice,,Universiteitsbuurt,51.2247357,4.405912,Entire home/apt,139,1,43,2024-12-15,4.20,8,157,43,
1076015450723257168,Smart and cosy 4P Apt in Antwerp with balcony,525494517,Maurice,,Universiteitsbuurt,51.2247357,4.405912,Entire home/apt,115,1,28,2024-12-22,2.73,8,171,28,
1076015939517902631,Bright 2BR Flat in Antwerp City,525494517,Maurice,,Universiteitsbuurt,51.2247357,4.405912,Entire home/apt,151,1,42,2024-12-22,5.00,8,168,42,
1076016419602748041,Bright 2BR Flat in Antwerp City,525494517,Maurice,,Universiteitsbuurt,51.2247357,4.405912,Entire home/apt,151,1,41,2024-12-16,3.98,8,144,41,
1076080690657976195,Cozy Retreat in Antwerp with balcony,525494517,Maurice,,Universiteitsbuurt,51.2247357,4.405912,Entire home/apt,91,1,27,2024-12-05,2.63,8,170,27,
1076080881059949536,Magical renovated home in Antwerp,525494517,Maurice,,Universiteitsbuurt,51.2247357,4.405912,Entire home/apt,91,1,8,2024-11-21,0.80,8,175,8,
1076117100548925365,Cosy penthouse with 2 terraces,18109655,Marijan,,Amandus - Atheneum,51.221358089151224,4.4215623036574225,Entire home/apt,100,2,7,2024-12-14,0.67,1,27,7,
1076119412397201946,Huswell - Modern apartment located at historical M,472694401,Jean-Paul,,Historisch Centrum,51.22119,4.4001,Entire home/apt,211,2,10,2024-12-08,1.16,25,351,10,
1076123118358317561,Huswell - Modern apartment on top location in Antw,472694401,Jean-Paul,,Historisch Centrum,51.22119,4.4001,Entire home/apt,235,2,12,2024-12-01,1.22,25,337,12,
1076754275790997540,"Huswell - Charming urban retreat, 15 Minutes from",472694401,Jean-Paul,,Borgerhout Intra Muros Zuid,51.21447,4.43144,Entire home/apt,203,2,10,2024-10-18,0.98,25,50,10,
1076944109104983048,Trendy triplex house,59044569,Kevin,,Sint-Andries,51.2154251,4.39457,Entire home/apt,75,10,11,2024-11-11,1.48,6,36,11,
1078375305547226085,City Centre Boutique Apartment,512434458,Charlotte,,Historisch Centrum,51.22070882553164,4.40198456591641,Entire home/apt,239,3,66,2024-12-13,6.56,1,285,66,
1078867876334148170,Ruime kamer in rustige wijk,84274232,Rob,,Linkeroever,51.21647,4.36538,Private room,59,1,12,2024-12-22,1.12,2,16,12,
1079482016722055642,Cosy & sunny city retreat with balcony,37665728,Saskia,,Amandus - Atheneum,51.22735,4.41573,Entire home/apt,87,1,57,2024-12-16,5.43,2,63,57,
1079570240955865212,Leuk appartement met ruim terras,470621251,Kasper,,Borgerhout Intra Muros Zuid,51.2098585,4.4384273,Entire home/apt,85,2,22,2024-12-15,2.01,1,258,22,
1079576380735313950,3 min walk-MEIR. Cozy 3/4BR house.,227006579,Hans,,Universiteitsbuurt,51.2197164,4.4140397,Entire home/apt,698,1,40,2024-12-26,3.82,1,170,40,
1081253125573262803,Flat in Antwerpen,18059619,Celine,,Zurenborg,51.2068254177839,4.432361461222172,Entire home/apt,,2,7,2024-05-12,0.68,2,0,7,
1081705699147848551,Villa 1,84043743,IrinaIrina,,Historisch Centrum,51.2220858,4.4043503,Entire home/apt,120,2,2,2024-05-10,0.19,2,168,2,
1081758221710121506,Clean & Comfortable in the city,559694406,Cassy,,Centraal Station,51.21416,4.42337,Entire home/apt,210,7,0,,,2,89,0,
1082609970672296817,Antwerp's Hidden Gem,551092715,Annie,,Centraal Station,51.21337,4.42036,Entire home/apt,102,1,24,2024-11-14,2.83,13,350,24,
1082609986486168566,Chic Twin Room in the Heart of Antwerp,551092715,Annie,,Centraal Station,51.21426,4.42058,Entire home/apt,78,1,40,2024-12-10,3.74,13,348,40,
1082610021900645994,Antwerp's Hidden Gem,551092715,Annie,,Centraal Station,51.21501,4.42131,Entire home/apt,112,1,31,2024-12-04,2.91,13,348,31,
1082610059764330626,Chic Twin Room in the Heart of Antwerp,551092715,Annie,,Centraal Station,51.21426,4.42058,Entire home/apt,78,1,45,2024-11-24,4.21,13,350,45,
1082610240977642248,Antwerp's Hidden Gem,551092715,Annie,,Centraal Station,51.2151,4.41939,Entire home/apt,108,1,21,2024-12-02,1.97,13,349,21,
1082610479129090198,Antwerp's Hidden Gem,551092715,Annie,,Centraal Station,51.21514,4.42027,Entire home/apt,89,1,55,2024-12-09,5.52,13,348,55,
1083037403784854753,"Free parking, Skyline view, two bedroom appartm.",212674947,Tom,,Linkeroever,51.22819459999999,4.387447799999999,Entire home/apt,129,2,30,2024-12-26,2.92,1,40,30,
1083530693159968280,Spacious appartment near Antwerp Central Station,559694406,Cassy,,Centraal Station,51.21219,4.42192,Entire home/apt,140,7,0,,,2,89,0,
1084062768584286854,Antwerp Berchem city studio,4686578,Veerle,,Haringrode,51.2016275,4.4143148,Entire home/apt,,7,3,2024-09-09,0.46,1,3,3,
1084227444290609036,Duplex Jacob,477358034,Meir,,Stadspark,51.2091807,4.416004,Entire home/apt,211,2,20,2024-10-20,1.95,5,128,20,
1084252540654876751,Apartment Jacob,477358034,Meir,,Stadspark,51.2091807,4.416004,Entire home/apt,116,1,9,2024-10-30,1.04,5,244,9,
1084261058923714971,ApartmentJacob2,477358034,Meir,,Stadspark,51.209234471086276,4.416347322753911,Entire home/apt,194,1,16,2024-12-15,1.60,5,103,16,
1084749922156981112,2 bd - free parking,3163218,Ana,,Tentoonstellingswijk,51.1883949,4.3905648,Entire home/apt,100,2,4,2024-08-01,0.39,1,339,4,
1085334901225427741,Merksem0607,537890381,Mahdi,,Merksem - Heide,51.2475137,4.4585813,Entire home/apt,75,2,19,2024-08-18,1.77,1,85,19,
1085643378685471174,Appartement in Deurne/Antwerpen,107343079,Sam,,Deurne Dorp - Gallifort,51.22173429999999,4.4615906,Entire home/apt,70,1,0,,,1,176,0,
1086853979093743544,Charmante stadswoning aan Groen Kwartier,353555328,Liesbeth,,Oud - Berchem,51.20025,4.42469,Entire home/apt,84,1,15,2024-12-26,2.65,1,142,15,
1087581705814768600,Edge of Town,469940138,Paul,,Zuid,51.20806001220003,4.390386985319532,Private room,,2,1,2024-10-06,0.36,1,1,1,
1089921448769486061,Large R w/ shared kitch & bathr,42024170,Kristof,,Deurne Noord,51.23560369518746,4.453204228924884,Private room,38,3,7,2024-11-30,0.74,4,55,7,
1090653599573640736,Private apartment -small terrace,45513276,Lise,,Deurne Dorp - Gallifort,51.22193,4.46145,Entire home/apt,40,3,20,2024-12-16,2.10,2,15,20,
1091057443697138431,Mia's place,561984100,Sofie,,Brederode,51.2017248,4.3942551,Entire home/apt,,5,3,2024-08-17,0.34,1,0,3,
1091125496366012672,Accomodation at Sportpalace,439198789,Jerry,,Deurne Noord,51.23569,4.44699,Private room,90,1,0,,,1,226,0,
1091189020340116598,Luxury Suites Museum /1,547371311,Deili,,Zuid,51.2110383,4.3963328,Entire home/apt,146,1,62,2024-12-12,5.89,2,233,62,
1091822534216143083,Apartment Studio Antwerp,469958805,Alexander,,Stuivenberg,51.2213146,4.4294878,Entire home/apt,65,1,83,2024-12-12,8.83,3,321,83,
1092657120126885703,2 bedroom in Merksem. 3 beds,491918409,Taskin,,Oud - Merksem,51.23789,4.43609,Entire home/apt,,7,1,2024-07-12,0.18,9,0,1,
1094945935291780525,Cosy Duplex in the city centre!,452653291,Maria,,Brederode,51.20663436860435,4.395947520615425,Entire home/apt,82,8,0,,,1,85,0,
1095485679652704917,ruimte in het hart van de stad,10881965,Bette,,Borgerhout Intra Muros Zuid,51.2118157,4.428649099999999,Private room,,1,25,2024-11-03,2.68,1,0,25,
1095543204871535410,Your vibrant Antwerp Oasis,19485203,Marie,,Middelheim,51.18435,4.39294,Entire home/apt,82,1,24,2024-12-20,2.67,12,156,24,
1095556917839769612,Your colourful Antwerp Oasis,19485203,Marie,,Hoogte,51.18327,4.39426,Entire home/apt,82,1,15,2024-12-17,1.57,12,173,15,
1096128400077744744,"Opera - Central Station, Flixbus, Meir, TV, Wi-Fi",40764531,Svetlana,,Amandus - Atheneum,51.220277,4.417314,Entire home/apt,128,2,56,2024-12-15,5.79,1,88,56,
1096883967696372920,Small R w/ shared bathr &kitchen,42024170,Kristof,,Deurne Noord,51.233580450934184,4.453200442251113,Private room,26,1,1,2024-03-31,0.11,4,85,1,
1097651915697611700,Room w/ shared kitch & bathroom,42024170,Kristof,,Deurne Noord,51.2349018351197,4.453485682428776,Private room,33,1,7,2024-12-05,0.71,4,86,7,
1097731314977265654,Modern appartement,116852685,Ilse,,Hoboken - Centrum,51.1739038,4.351643,Entire home/apt,100,2,14,2024-08-15,1.40,1,143,14,
1097870484140275135,Cosy and bright central spot,42054223,Jennifer,,Stuivenberg,51.2202954,4.4325944,Entire home/apt,95,2,8,2024-12-01,0.80,1,115,8,
1097878708808909671,carnot 5,127787502,Olena,,Centraal Station,51.2176637,4.4269892,Entire home/apt,121,1,10,2024-11-24,1.05,18,224,10,
1099832545741496515,Carnot 4,127787502,Olena,,Centraal Station,51.21652,4.42655,Entire home/apt,,1,10,2024-06-10,1.05,18,232,10,
1099879220968389092,Spacious apartment with rooftop terrace,14367631,Michiel,,Historisch Centrum,51.22112079999999,4.4026436,Entire home/apt,238,2,13,2024-06-06,1.30,9,29,13,
1099993646059142250,Beukenhof business Apartment,496406662,Ekaterina,,Oud - Merksem,51.23978,4.44413,Entire home/apt,180,1,1,2024-04-09,0.11,22,266,1,
1100579174647535686,Cozy apartment in the heart of Antwerp,16489403,Rozanne,,Amandus - Atheneum,51.22082,4.42384,Entire home/apt,,1,1,2024-07-28,0.19,1,0,1,
1102759044436516979,Large apartment 2 minutes from central station,163894420,Twan,,Stadspark,51.21424,4.41435,Entire home/apt,175,28,1,2024-05-13,0.13,1,242,1,
1103625838125179154,Gezellige duplex Antwerpen,63875994,Robin,,Oud - Berchem,51.19981,4.42962,Entire home/apt,70,2,12,2024-09-30,1.29,1,64,12,
1104231659264917593,Mansion RL “ Unique Christmas decoration”,24229919,Home En Hill,,Historisch Centrum,51.2228728,4.4023705,Entire home/apt,220,1,53,2024-12-15,5.54,25,343,53,
1104309236634702117,Jordaensstraat,16028798,Avi,,Stadspark,51.20854,4.4145,Entire home/apt,200,15,0,,,1,270,0,
1104441856914146081,"Suderman 
comfortable house",496406662,Ekaterina,,Historisch Centrum,51.21999,4.40448,Entire home/apt,180,28,0,,,22,269,0,
1104907344857426589,Chic Twin Room in the Heart of Antwerp,551092715,Annie,,Centraal Station,51.21426,4.42058,Entire home/apt,78,1,40,2024-11-14,4.08,13,323,40,
