idEncuesta;Nombre Encuesta;FechaFinParticipación;idParticipacion;FechaParticipacion;Distrito;Edad;Nacionalidad;Sexo;Marque NO, en caso de no querer realizar esta encuesta y querer darse de baja en la lista de distribución que se emplea para invitarle a participar en encuestas de satisfacción relacionadas con el servicio que presta la Biblioteca Musical Víctor Espinós.;¿Es usuario habitual?;¿Con qué frecuencia acude a la Biblioteca Musical Víctor Espinós?;¿Qué servicios de la Biblioteca Musical Víctor Espinós utiliza habitualmente? Seleccione todos los que utilice.;¿Qué documentos son los que más utiliza en la Biblioteca Musical Víctor Espinós? Seleccione todos los que utilice.;¿Ha utilizado el servicio de préstamo de documentos?;Queremos conocer qué opinión le merece el servicio de préstamo de documentos. Valore de 0 a 10, siendo 0 que está muy insatisfecho y 10, que está muy satisfecho.;¿Ha utilizado el Servicio de Reprografía de la Biblioteca Musical Víctor Espinós?;Queremos conocer qué opinión le merece el Servicio de Reprografía. Valore de 0 a 10, siendo 0 que está muy insatisfecho y 10, que está muy satisfecho;¿Ha participado en alguna actividad organizada por la Biblioteca Musical Víctor Espinós (conciertos, visitas guiadas, exposiciones, conferencias, talleres, presentaciones, etc.)?;¿Qué grado de satisfacción le merecen las actividades culturales? Puntúe de 0 a 10, siendo 0 que está muy insatisfecho y 10 que está muy satisfecho. (Opciones de selección única);¿Conoce la página web de la Biblioteca Musical Víctor Espinós?;La actualización de la información y los contenidos;Acceso al catálogo en línea;Búsquedas en el catálogo en línea;El edifico y las instalaciones;El trato recibido por el personal;El préstamo de instrumentos;La ordenación de la colección de libre acceso;La colección (libros, partituras, audiovisuales);La adecuación de la colección a sus necesidades;Tiempo de espera en la entrega de fondos ubicados en el depósito.;La información general y especializada recibida tras una consulta;El uso de la red wifi;Las condiciones de los pianos e instrumentos de las cabinas de ensayo;¿Cuál es su valoración general de la Biblioteca Musical Víctor Espinós y sus servicios? Valore de 0 a 10, siendo 0 que está muy insatisfecho y 10 que está muy satisfecho.;¿Qué tipo de material considera que se debería adquirir prioritariamente para mejorar el fondo de la Biblioteca Musical Víctor Espinós?(Seleccione todos los que considere necesarios).;"Si ha contestado ""Otros"" indiquemos cuáles.";De manera global, el servicio prestado por la Biblioteca Musical Víctor Espinós ha sido:;¿Qué medidas sugiere para mejorar la calidad de los servicios de la Biblioteca Musical Víctor Espinós del Ayuntamiento de Madrid?;¿En cuál de los siguientes grupos de edad se encuentra usted?;Gracias por su colaboración.
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205687;2022-10-24 12:9:58. 0;;;;;Iniciar la encuesta;Sí;Una vez al mes;Servicio de préstamo (libros, partituras, audiovisuales);"Partituras;Libros;Revistas especializadas";No;;No;;Sí;10;Sí;5;5;5;10;10;4;10;10;10;NS/NC;10;8;6;10;Partituras;;Mejor de lo que esperaba;Software musical libre;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205614;2022-10-24 10:0:31. 0;;;;;Iniciar la encuesta;Sí;Una vez al mes;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo";Partituras;Sí;8;No;;No;;No;;;;9;7;NS/NC;7;6;7;7;8;7;7;9;Partituras;;Mejor de lo que esperaba;;De 18 a 29 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205615;2022-10-24 10:4:7. 0;;;;;Iniciar la encuesta;No;Varias veces al año;Servicio de préstamo de instrumentos musicales a domicilio;Partituras;No;;No;;No;;No;;;;9;10;9;9;9;9;9;9;9;NS/NC;9;Libros infantiles relacionados con la música;;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205616;2022-10-24 10:12:17. 0;;;;;Iniciar la encuesta;Sí;Varios días a la semana;Servicio de cabinas de ensayo;NS/NC;No;;No;;No;;Sí;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;10;10;No sabe, no contesta;NS/NC;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;10;10;10;NS/NC;;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205617;2022-10-24 10:12:26. 0;;;;;Iniciar la encuesta;Sí;Varios días al mes;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo";Libros;No;;No;;No;;Sí;8;7;7;9;9;No sabe, no contesta;9;8;NS/NC;9;8;No sabe, no contesta;7;8;"Libros;Revistas especializadas";;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205618;2022-10-24 10:13:41. 0;;;;;Iniciar la encuesta;Sí;Varios días a la semana;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo ;Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";"Partituras;Libros";No;;No;;Sí;10;Sí;9;9;9;10;10;No sabe, no contesta;10;10;10;No sabe, no contesta;NS/NC;10;9;10;"Libros;Partituras";;Mejor de lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205620;2022-10-24 10:25:21. 0;;;;;Iniciar la encuesta;No;Una vez al mes;Servicio de cabinas de ensayo;Partituras;No;;No;;No;;Sí;5;4;4;NS/NC;3;7;5;5;5;5;6;6;7;6;Partituras;;Igual que lo que esperaba;;De 18 a 29 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205628;2022-10-24 10:38:1. 0;;;;;Iniciar la encuesta;Sí;Varias veces al año;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo";"Partituras;Libros";Sí;10;No;;No;;No;;;;9;9;No sabe, no contesta;9;9;9;NS/NC;9;8;7;8;Partituras;;Igual que lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205638;2022-10-24 10:52:1. 0;;;;;Iniciar la encuesta;No;Ocasionalmente;Servicio de préstamo de instrumentos musicales a domicilio;Libros infantiles relacionados con la música;No;;No;;No;;No;;;;7;9;9;9;9;9;9;9;9;NS/NC;9;Libros infantiles relacionados con la música;;Mejor de lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205640;2022-10-24 10:56:57. 0;;;;;Iniciar la encuesta;Sí;Varios días al mes;"Servicio de préstamo (libros, partituras, audiovisuales);Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";Audiovisuales (dvd, cd);Sí;10;No;;Sí;10;No;;;;10;10;10;10;10;10;10;10;10;NS/NC;10;"Libros;Partituras;Audiovisuales (dvd, cd);Revistas especializadas;Libros infantiles relacionados con la música";;Mejor de lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205666;2022-10-24 11:32:27. 0;;;;;Iniciar la encuesta;No;Varios días a la semana;Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.);Libros infantiles relacionados con la música;Sí;8;No;;Sí;7;No;;;;10;9;No sabe, no contesta;8;7;6;No sabe, no contesta;6;NS/NC;No sabe, no contesta;8;"Revistas especializadas;Libros infantiles relacionados con la música";;Igual que lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205671;2022-10-24 11:47:4. 0;;;;;Iniciar la encuesta;Sí;Varias veces al año;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de información general y especializada";"Libros;Audiovisuales (dvd, cd)";No;;Sí;8;No;;Sí;9;9;8;9;10;NS/NC;10;9;9;9;10;7;7;9;"Libros;Partituras;Audiovisuales (dvd, cd)";;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205672;2022-10-24 11:49:47. 0;;;;;Iniciar la encuesta;Sí;Varios días al mes;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo ;Servicio de préstamo de instrumentos musicales a domicilio;Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";"Partituras;Libros";Sí;10;No;;Sí;10;Sí;10;8;8;10;10;10;9;10;NS/NC;No sabe, no contesta;No sabe, no contesta;10;9;10;"Libros;Partituras";;Mejor de lo que esperaba;;De 18 a 29 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205677;2022-10-24 11:53:8. 0;;;;;Iniciar la encuesta;No;Ocasionalmente;Servicio de préstamo de instrumentos musicales a domicilio;Libros;No;;No;;No;;No;;;;8;8;10;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;NS/NC;8;Otros;Instrumentos;Mejor de lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205683;2022-10-24 12:2:58. 0;;;;;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205699;2022-10-24 12:33:54. 0;;;;;Iniciar la encuesta;No;Ocasionalmente;Servicio de cabinas de ensayo;Partituras;No;;No;;Sí;6;No;;;;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;NS/NC;No sabe, no contesta;2;10;Partituras;Instrumentos de viento madera: saxofones;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205702;2022-10-24 12:39:10. 0;;;;;Iniciar la encuesta;Sí;Varios días a la semana;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo ;Servicio de información general y especializada;Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";"Partituras;Libros;Audiovisuales (dvd, cd);Revistas especializadas";No;;Sí;10;Sí;10;Sí;10;9;9;10;10;NS/NC;9;10;10;10;10;10;10;10;"Libros;Partituras;Audiovisuales (dvd, cd);Revistas especializadas";;Mejor de lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205704;2022-10-24 12:44:42. 0;;;;;Iniciar la encuesta;No;Varias veces al año;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo ;Servicio de información general y especializada;Servicio de reproducción de documentos (fotocopias, digitalización) ;Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";Libros;Sí;10;No;;Sí;10;Sí;10;10;10;10;10;NS/NC;10;10;10;10;10;10;10;10;NS/NC;;Mejor de lo que esperaba;;De 18 a 29 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205715;2022-10-24 13:19:48. 0;;;;;Iniciar la encuesta;No;Varios días al mes;Servicio de cabinas de ensayo;NS/NC;No;;No;;No;;Sí;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;9;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;NS/NC;No sabe, no contesta;No sabe, no contesta;9;9;NS/NC;;Mejor de lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205722;2022-10-24 13:42:3. 0;;;;;Iniciar la encuesta;Sí;Varias veces al año;Servicio de cabinas de ensayo;Partituras;No;;No;;No;;No;;;;8;7;7;7;NS/NC;7;7;7;7;7;8;Partituras;;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205725;2022-10-24 13:55:16. 0;;;;;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205743;2022-10-24 15:28:32. 0;;;;;Iniciar la encuesta;Sí;Varias veces al año;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de préstamo de instrumentos musicales a domicilio;Servicio de información general y especializada;Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";Libros;No;;No;;Sí;8;Sí;8;8;7;8;10;8;8;9;9;8;8;9;NS/NC;9;"Revistas especializadas;Libros infantiles relacionados con la música";;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205746;2022-10-24 15:32:37. 0;;;;;Iniciar la encuesta;Sí;Ocasionalmente;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo";Libros;No;;No;;Sí;9;No;;;;8;NS/NC;6;8;8;5;8;7;8;9;8;Libros;;Igual que lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205752;2022-10-24 16:36:35. 0;;;;;Iniciar la encuesta;Sí;Ocasionalmente;Servicio de préstamo (libros, partituras, audiovisuales);"Partituras;Audiovisuales (dvd, cd)";No;;No;;Sí;10;Sí;6;10;10;10;10;10;10;10;10;10;10;10;NS/NC;10;"Partituras;Audiovisuales (dvd, cd)";;Igual que lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205760;2022-10-24 17:31:40. 0;;;;;Iniciar la encuesta;No;Varias veces al año;"Servicio de préstamo (libros, partituras, audiovisuales);Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";"Partituras;Libros;Colecciones especiales (programas de concierto, Quijotes musicales?)";No;;No;;Sí;9;No;;;;10;10;No sabe, no contesta;9;9;10;9;10;No sabe, no contesta;NS/NC;9;Revistas especializadas;;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205762;2022-10-24 17:43:57. 0;;;;;Iniciar la encuesta;Sí;Varios días al mes;Servicio de cabinas de ensayo;"Partituras;Libros";No;;No;;No;;Sí;10;10;10;10;10;10;10;10;10;10;10;NS/NC;10;10;Otros;LPs y CDs.;Mejor de lo que esperaba;;De 18 a 29 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205773;2022-10-24 21:3:12. 0;;;;;Iniciar la encuesta;Sí;Varios días al mes;Servicio de préstamo (libros, partituras, audiovisuales);Audiovisuales (dvd, cd);No;;No;;No;;No;;;;8;8;8;8;8;8;8;8;8;NS/NC;8;"Libros;Audiovisuales (dvd, cd)";;Igual que lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205779;2022-10-24 21:33:0. 0;;;;;Iniciar la encuesta;No;Ocasionalmente;Servicio de préstamo (libros, partituras, audiovisuales);"Libros;Audiovisuales (dvd, cd)";Sí;9;No;;No;;Sí;9;9;8;9;9;NS/NC;8;9;8;9;9;8;No sabe, no contesta;9;"Libros;Audiovisuales (dvd, cd)";;Igual que lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205783;2022-10-24 22:59:20. 0;;;;;Iniciar la encuesta;Sí;Varios días al mes;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de reproducción de documentos (fotocopias, digitalización) ;Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";"Partituras;Libros";Sí;10;Sí;10;Sí;10;Sí;No sabe, no contesta;8;8;10;10;NS/NC;10;8;8;10;10;10;No sabe, no contesta;9;"Libros;Partituras;Audiovisuales (dvd, cd);Revistas especializadas;Libros infantiles relacionados con la música";;Mejor de lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205796;2022-10-25 9:24:17. 0;;;;;Iniciar la encuesta;Sí;Ocasionalmente;Servicio de préstamo de instrumentos musicales a domicilio;Audiovisuales (dvd, cd);No;;No;;No;;No;;;;10;10;10;10;10;10;10;10;10;NS/NC;10;Partituras;;Mejor de lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205809;2022-10-25 11:16:33. 0;;;;;NO;Sí;Una vez al mes;"Servicio de préstamo (libros, partituras, audiovisuales);Actividades culturales (conciertos, visitas guiadas, exposiciones, conferencias, talleres, etc.)";"Partituras;Libros infantiles relacionados con la música";Sí;8;No;;Sí;8;No;;;;;;;;;;;;;;;;;;;;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205839;2022-10-26 11:37:13. 0;;;;;Iniciar la encuesta;No;Ocasionalmente;Servicio de préstamo de instrumentos musicales a domicilio;"Libros;Libros infantiles relacionados con la música";No;;No;;No;;No;;;;8;9;10;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;9;NS/NC;No sabe, no contesta;9;Libros infantiles relacionados con la música;;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205928;2022-10-28 20:49:44. 0;;;;;Iniciar la encuesta;Sí;Varios días al mes;"Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo";"Partituras;Libros";No;;No;;No;;Sí;10;10;10;10;10;NS/NC;10;10;10;10;10;10;10;10;"Libros;Partituras";;Mejor de lo que esperaba;;De 30 a 44 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205929;2022-10-29 14:13:4. 0;;;;;Iniciar la encuesta;Sí;Ocasionalmente;Servicio de préstamo (libros, partituras, audiovisuales);"Libros;Audiovisuales (dvd, cd)";No;;No;;No;;Sí;9;9;9;10;10;9;10;10;10;10;10;10;NS/NC;10;"Libros;Audiovisuales (dvd, cd)";;Igual que lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;205936;2022-10-30 18:31:31. 0;;;;;NO;Sí;Varios días al mes;Servicio de cabinas de ensayo;NS/NC;No;;No;;No;;Sí;9;7;7;;;;;;;;;;;;;;;;;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;206027;2022-11-4 9:53:59. 0;;;;;Iniciar la encuesta;No;Ocasionalmente;Servicio de préstamo (libros, partituras, audiovisuales);"Partituras;Libros";Sí;10;No;;No;;No;;;;9;10;No sabe, no contesta;10;No sabe, no contesta;10;No sabe, no contesta;10;No sabe, no contesta;NS/NC;10;Partituras;;Igual que lo que esperaba;;De 45 a 64 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;206103;2022-11-6 11:14:31. 0;;;;;Iniciar la encuesta;No;Ocasionalmente;Servicio de cabinas de ensayo;Partituras;No;;No;;No;;Sí;No sabe, no contesta;No sabe, no contesta;No sabe, no contesta;8;9;No sabe, no contesta;9;9;9;NS/NC;9;No sabe, no contesta;7;7;Partituras;;Mejor de lo que esperaba;;De 18 a 29 años;NS/NC
bfcc2d5e9acc0510VgnVCM2000000c205a0aRCRD;Encuesta de satisfacción 2022: Bibliotecas especializadas del Ayuntamiento de Madrid. Biblioteca Musical Víctor Espinós;2022-12-16 00:00:00.0;206356;2022-11-16 12:41:3. 0;;;;;NO;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NS/NC
;;;;;;;;;;Sí;Varios días a la semana;Servicio de cabinas de ensayo;;;;;;;;;;;;;8;;;;;;;;5;7;;;Peor de lo que esperaba;Acceso sin reserva previa a cabinas si están disponibles/Posibilidad de acceso diario (y no alterno) si hay disponibles/Reserva por una hora (y no hora y media) para más usuarios posibles;De 45 a 64 años;
;;;;;;;;;;Sí;Varios días al mes;"Servicio de préstamo (libros, partituras, audiovisuales); Servicio de cabinas de ensayo";Libros;No;;No;;No;;Sí;7;No sabe;No sabe;8;10;8;8;6;6;No sabe;7;No sabe;8;8;Audiovisuales (dvd, cd);;Igual que lo que esperaba;Ampliar el tiempo de acceso a las cabinas para cada persona/Posibilidad de acceder días seguidos y más de 1,5 h cada vez;De 45 a 64 años;
;;;;;;;;;;Sí;Varios días al mes;Servicio de cabinas de ensayo;;No;;No;;No;;Sí;9;9;No sabe;9;9;No sabe;No sabe;No sabe;No sabe;No sabe;No sabe;No sabe;7;8;;;Mejor de lo que esperaba;Ampliar horarios de cabinas de ensayo/abrir cabinas de ensayo los fines de semana/organizar reuniones entre los asistentes a las cabinas de ensayo;de 30 a 44 años;
;;;;;;;;;;Sí;Varios días a la semana;"Servicio de préstamo (libros, partituras, audiovisuales); Servicio de cabinas de ensayo";"Libros; Revistas especializadas";No;;No;;No;;Sí;10;10;10;10;10;10;10;10;10;10;10;10;10;10;"Libros; Otros";Ampliar documentación en la Música Antigua/Medieval;Mejor de lo que esperaba;Ampliar los horarios de las cabinas de ensayo/Agregar sábado y lo que fuese posible asistir dos días seguidos;De 18 a 29 años;
;;;;;;;;;;Sí;Varios días al mes;"Servicio de préstamo (libros, partituras, audiovisuales); Servicio de cabinas de ensayo";"Partituras; Libros";No;;No;;No;;Sí;5;;;7;7;7;7;5;4;5;No sabe;;5;8;"Partituras; Otros";Partituras y cifrado de Blues y Rock´n Roll;Mejor de lo que esperaba;La entrada de la calle a veces es por una puerta, a veces por otra / ¿De verdad es necesario tanto control de seguridad en la entrada?;De 45 a 64 años;
;;;;;;;;;;Sí;;Servicio de cabinas de ensayo;;No;;No;;No;;No;;;;8;10;No sabe;No sabe;No sabe;No sabe;No sabe;10;No sabe;5;10;;;Igual que lo que esperaba;Más cabinas con instrumentos;De 30 a 44 años;
;;;;;;;;;;Sí;Varios días a a la semana;"Servicio de préstamo (libros, partituras, audiovisuales); Servicio de cabinas de ensayo";"Partituras; Libros; Revistas especializadas";No;;No;;Sí;8;No;;;;10;10;;10;;;;;10;10;10;;;Mejor de lo que esperaba;Más conciertos de piano de cámara;Más de 65 años;
